Insult,Comment
1,"""Your an IDIOT!"""
0,"""Sadly
0,"""This has got to be the stupidest story I have ever read. Yes
1,"""Your an idiot"""
0,"""...............HORSE TRAINER my AZZZZ.....TRUCE....?"""
1,"""How do we know Terry Krepel is your real name.\xa0 If you are not a gutless coward
1,"""idiot nayar you are mother fucker. you are saying attack on Shri harmandir sahib was a right action
0,"""Have you always been a victim?"""
1,"""You are either very ignorant or terrible at sarcasm"""
0,"""@rafaelinho10 ya right that shit is pathetic. Its the same software as 6 years ago. Apple adds a few features
0,"""Madison
0,"""Yep people can be pretty dumb -- exemplified by your #1 argument."""
0,"""@Cruxen Good. Actually
0,"""I find it funny how some fans are more worried about whose better or how many albums they sell instead of just enjoying the music. Some fans need to get their  priorities straight."""
1,"""Chris
0,"""Did you read the article? They never married. \n\nAnd YOU do give a crap because you're commenting...."""
0,"""Looking up a definition doesn't make me an authority on labeling people.\xa0 Therefore
0,"""Romney is the Etch-A-Sketch man. A term given to him by HIS OWN campaign staff.\n\nBeware."""
0,"""Hmm... je\u017celi teledysk do ""Fuck it"" wyjdzie najp\xf3\u017aniej w Lipcu to ten manager jest mistrzem <3"""
0,"""<b>""MEET MY DEMANDS AND THE ANIMOSITY BETWEEN US SHALL BE OVER! YOU MUST OBEY BECAUSE I AM THE GREAT AND POWERFUL JOHN FROM BERKELEY""</b>"""
1,"""Lol man your gonna call him a loser and to get a life when you are on here sticking your nose in their business?? Your a douche bag who probably has never even seen a vagina. Go get laid and see that there is more to life than being a Dick like you obviously are."""
0,"""Maybe they will create a black hole that will suck in the entire facility."""
0,"""Internet threats are just threats
1,"""@TeeBooWa\n\xa0HAH YOUR'E ONLY 14? FPFF AND YOU TELL ME WHAT TO DO? I'M WAAY OLDER THAN YOU WHO YOU CALLING A BITCH AND A FUG? YOU DOUCHE BAG BITCH I WANNA PUNCH YOUR EYEBALL OUT AND KILL YA FUCKYA"""
1,"""Oh yeah. Like you would have stopped your car and assisted. You're a lying idiot."""
0,"""You can't make a bomb with uranium enriched to 20%."""
0,"""aaahhh
0,"""Sic? Because you spelled it ""center"" or because you think it should still be called SkyDome?"""
1,"""You're probably a phuuking dyke....aint ya beotch ?"""
0,"""gulfstream69: We have many social nets for people and if you're not taking advantage of them during tough times and claim to be 'poor'
0,"""What are you smoking
0,"""fucking hell"""
0,"""Marriage is a worthless ceremony
1,"""You're a liar. I was on that night dealing with\xa0 two of you trolls an hour before anyone showed up.\n\nThis isn't a physical fight here on this screen
0,"""We are crap
0,"""No Brees = tank season for Bradley and start over\n\nSimple as that."""
1,"""Steve
0,"""Dimwits.  They prevent Eric Holder from stopping the guns getting sold in massive quantities to people about to go into Mexico
0,"""Mo ain't coming back and getting close to 15 million\xa0 he got this year.\xa0 Be\xa0 realistic he is very old athletically.\xa0 He\xa0 will pitch one last time and then retire like Wood did."""
0,"""Truths? Are mine the same as yours?\\xc2\\xa0 Speaking the ""truth"" often involves hurting peoples feelings.\\xc2\\xa0 For instance if I were to state I believe homosexuality is a chosen life style unlike being born a racial minority.\\xc2\\xa0 Or if that I believe that that chosen\\xc2\\xa0lifestyle is amoral and perverse
1,"""That has to be the stupidest comment I've ever seen."""
1,"""\\xc2\\xa0We have more where he came from. Don't rest
0,"""I am liable to go to a 7-11 for a pack of cigarettes some day and the guy or gal behind the counter will take my money and hand me a live grenade! I don't see many Americans behind the counters at 7-11 or Kroger's or the gas station or the bank. Do we have any born here Americans left who have jobs? This reminds me of the guy who was at a bar and a big muscular biker walks in and takes his drink away and drinks it! The little guy says ""I went to work late and got fired...I went home and my wife was in bed with a stranger and then my dog bit me. I took my last 5 bucks here and bought a drink and dissolved some poison in it to kill myself and you come along and drink my drink! So....how was your day?"""""
0,"""What are you talking about? Zimmerman wasn't police and Obama isn't black."""
0,"""In my area the scrap men and women are around everyday sometimes one in the morning and a different one in the afternoon
0,"""Those evil Syrian soldiers are eating babies
0,"""""...erections.""\r\nThen why are they targeting women?"""
0,"""Nope
0,"""you are right - if only we knew which balls were which \nand whos balls were in whos pockets - we would then at least know how many balls were still on the table and in play - :)"""
0,"""@YinzerinCT\xa0That took me about 2.76 seconds"""
0,"""Because you are so cool
0,"""It looks to me like the federal government wants Florida to let illegals and non-residents vote. Those are the votes Obammy needs.\xa0 The law and truth means nothing to the federal government. All it cares about is getting a second term for Obammy."""
0,"""You're kidding.\xa0 Right?\xa0 Do you read the news?"""
0,"""vector comming from some-redneck like \xa0you i that it as a compliment. some goes for cslos77 Been call a idiot by a redneck always give me a smile"""
0,"""If these ignorant fcks h8te the USA then just leave......simple ....quit harassing American citizens"""
0,"""really risky pick! hes done now!"""
0,"""all these police and security yet people get in with flairs meanwhile in england a 100k+ a week player gets called a name and there is uproar go figure"""
0,"""2007 and they made it to the world series"""
0,"""@SusieMo\xa0http://candk.ytmnd.com/"""
0,"""@hamm5 @DawgJamFan I\\'m not sure their is a ""prototype"" build for the rush OLB in Grantham\\'s scheme.  It is basically whoever can get to the QB best.  I think Jenkins definitely projects outside as well as Floyd.  JHC could definitely play outside
0,"""Santorum needs to stop whining about the negative adds - he\\'s been free-riding at Newt\\'s expense this entire time so now it\\'s his turn in the box.  After all
1,"""let me rephrase:\n\nIn other words
0,"""Why don't the Koch brothers get off their fat ass wallets and actually run for office ... oh ... right .... they would LOSE in a crushing landslide."""
0,"""I am sorry to say that California has been cooked for a long time.\xa0\xa0\xa0 That state did not get to the point it is at over nite.\xa0\xa0\xa0 I just pray that it can pull out of the nose dive."""
0,"""Vote
1,"""With a screen name like yours
0,"""@Rourke needs to give me a fucking like\xa0I am from a family of nurses. \xa0They are much more liberal than I am (my sister in law supports a single payer system
0,"""I'd agree. Very friendly town
0,"""and .. have you made a conclusion yet? We're gonna buy a 7d tomorrow the plan was with a 18-135
0,"""Once demtards figure out how many HoHo's are appropriate for a public vending machine
1,"""If you lose your life because of stupidity
0,"""every_time_o_butt_fucked_opens_his_oral
1,"""straight men will fuck anything!!"""
0,"""@dale0987654321 @\\'Micah Carter So you\\'re saying those claims are all false...?  I don\\'t know... just from my understanding these are in his book.... but I can be wrong... I\\'m just saying if they are true....should I just assume he\\'s racist?\\n\\nFrom \\'Dreams of My Father\\'
0,"""All group chats are now viewable by everyone."""
0,"""You're smartest post yet.."""
0,"""Your name is so ironic."""
0,"""scumbag. I read it as jimmy carter"""
0,"""MR PRESIDENT i ask only one thing just band sirasatv and shakthi tv
0,"""However your language is offensive."""
0,"""perhaps selling\xa0 out your parents to the nazis to save your skin works for you?"""
0,"""BasedGod didnt fuck your bitch as yet?"""
0,"""Another good one
0,"""Too true! Storm of Swords is my favorite by far. It has all the intrigue and action that the first two books builds toward. And yeah
1,""""" The Filipinos have learned to realise that it is better to be associated with America than any other superpowers. ""Oh
0,"""Listen: \\xc2\\xa0I am anti killing
0,"""Stop glorifying these idiots and you'll be better off.   Go Browns !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"""
1,"""Your mom must be a real low life trashy hook er"""
1,"""So
0,"""Top scoring team
0,"""You are not alone !"""
1,"""Maybe you should read that\xa0first sentence you wrote\xa0again slowly. You are bending over to far to make\xa0an illogical\xa0point. We are starting to see your ignorance."""
0,"""You have got to be fucking kidding me! LMFAO! You have got to be the most naive fan or you're just a troll.\xa0I'm assuming you're just a troll. Not all of your oppars and unnirs are virgins sweetie. This is the 21st century. It's rare for anyone to wait until marriage
0,"""Because in Bills world he is always right and everyone else who disagrees is a pin head.Or a zealot or a bigot. The man is a boar and bombastic. That sells you say. I will predict that his rein at the top is over
0,"""You are still anonymous though."""
0,"""@totnumfan Just about goalkeepers?They laugh at everything they will never have.They don't even know the meaning of the word ''legend''
0,"""Too thin? Yes that is what she said
0,"""Jennifer you need to learn to be by yourself.  You do not need a man."""
0,"""They will
0,"""I\\'m single
0,"""HOLY FUCKING SCHNITT! \xa0he called pete raping gertude (doppeltrudy)
0,"""Making fun of Catholics is not ""edgy"".\\xc2\\xa0 It\\'s childish.\\xc2\\xa0 ""Edgy"" involves risk.\\xc2\\xa0 It\\'s not like the Catholics are going to issue a Fatwa and encourage people to blow her up.\\xc2\\xa0 Want to be ""edgy""
0,"""Having a high intelligence is also generally inverse to being a Republican
0,"""@KeithB18 Isn't he though? ""Someone's talking shit about a unit I've talked shit about. Pure blogging gold."""""
0,"""Does smoking dope harm your ability to read
0,"""Hey 2Hot you must be manny's CPA"""
1,"""Fuck you
0,"""Yes
0,"""I think she's an idiot! All he does is cheat on her! Come on Vanessa
0,"""I went to see the Grateful Dead there on acid a few times years ago and I never fell. whats the deal with this new younger stupider generation of clean cut short haired yuppie non drug users who fall and die?"""
0,"""Why doesn't Kenny just send out some staffers to pose as new Canadians?\xa0 That'll distract 'em."""
0,"""Pelosi is one of many
0,"""SEE WHAT YOU GET FOR TRUSTING OBAMA 
0,"""@Mineola @Powkat\\n\\nHow \\'bout if some of those ""Catholics"" stood up to their own bishops. ""Catholics"" choose a hierarchical structure that lets bishops speak for them."""
0,"""The only thing Murray is going to beat is his racket against the ground. Nole in 3 easy sets."""
1,"""Poor deluded psychopaths. News flash
0,"""All the more reason to slap the dog shit out of them RT""TenkYouPlease: Alcohols got you feeling like you cant get slapped"""""
0,"""He isnt a 100% satirist. He's actually very cordial in person...and does in fact use his iPhone day to day."""
1,"""Chavez is a total joke at the plate
0,"""Not if you are on a mobile device."""
0,"""Photo shop
0,"""YOU GUYS REMEMBER JOHN ROCKER.... WHAT A STUD"""
1,"""that nigga joe as shit fuckk out of here u dirty ass young bull"""
0,"""crap. \xa0pic didn't post. \xa0it's mittsy standing on what looks like a kitchen chair giving a speech. \xa0what a fucking dork this clown is."""
0,"""Yes so u are wrong"""
1,"""What a selfish slutbag. That fucking fat ass chubby cheeked bitch probably got mad because her precious baby boy was hungry. How DARE he eat food! Not only do children require food to grow and become helathy adults
0,"""Were hundreds of people killed by gun runners in 2007??"""
0,"""Lucky Crouchy eh folks !! All you knockers are just jealous you ain't sharing a bed with her !!"""
1,"""you are a complete fool. slowly read what you have just written. it makes no sense."""
0,"""Larry Sinclair
0,"""I'm absolutely certain they'll make an outfit suitable for her age to spruce up their image. Otherwise what the hell is the point of the new member? Anyway
0,"""Fear the cow because he laughs at you"""
0,"""Walker wins recall in a land slide. Then come the indictments......yummy. If Bam's DOJ doesn't fuck it up as bad as the Stevens prosecution this is gonna be good."""
0,"""What has the picture to do with the possible drowning? Oh editor . . . ."""
0,"""Yes - Paris Hilton is smarter than everybody else in the USA.\n\nShe got very expensive jeans from her parents
0,"""Wikipedia is an example of the ""dumbing down"" of our culture
0,"""Holy shit. \xa0Son is droppin science."""
0,"""LIBERALISM is a mental disease."""
0,"""Do you know what my plan is if a poodle bites my kid? To step on its fucking neck until it dies. I have no plan if a pit ever bites her. How do I get something with the size and strength of a jungle cat off her?\n\nThere are no parallels between minority ethnic groups and dogs. Please drop it."""
1,"""id kill you if you were here. not because im a ""gangsta""
1,"""F v < k you too."""
0,"""@Andrea Hypno I love the lion hugging video!!!"""
0,"""Rosemont has some very\xa0fine middle class families living there maintaining their homes nicely."""
1,"""I talk about you all the time.\n\nFor instance; Denial is a warm yellow river running down your leg.\n\nDid you forget you have to pee sitting down... Again?\n\n(for the retards in the audience
0,"""@tjirish34 Gawd< I luv me all of them.....I live so far from you...almost a continent away.....Dayton
0,"""Fucking hot!!"""
1,"""thankyou EPS\nYOUR AN IDIOT RICDOSE"""
0,"""when LeBron wins one
0,"""Are you living in the 1940's when the USA had the bomb and no one else?\\xc2\\xa0 Or are you living in the 1960's and the Bay of Pigs? \\xc2\\xa0Where were you in the 2000's?\\xc2\\xa0 Remember Iraq and Weapons of Mass Destruction?\\xc2\\xa0 Ten years later and the result?\\xc2\\xa0 Inflated size of government (Homeland Security) lost freedoms (Patriot Act) ballooned deficit (cost of war) borrowed from China
1,"""Tom
0,"""Thats fine. \xa0I fuckin hate his contract and the cost it would take to acquire him."""
1,"""go back to your crapping unperfection home"""
0,"""Are you drunk?"""
0,"""What if teapiss and Beckel mated
0,"""I think they done lost their patience for this BS. I don't think they are going to wait any longer either. They will blow it up with or without the US's A-OK. Israel is right they can't wait for Iran to get more of a stockpile. They need to get rid of that or it makes it much harder for everyone else later to blow it up. Russia and China definitely aren't going to take to kindly to massive contamination heading their way if they don't do it now. The US should just be ready with cement to entomb the dam things."""
1,"""And you are a weak bully!"""
0,"""You are soo right.Muslims fight Muslims everywhere.Muslim men degrade Muslim women
0,"""So what
0,"""aww poor lil Waynisha and his menstrual antics...first he can't get into playoff games..now all this confused fuckery...smh boo\xa0*hands him\xa0a cell phone* Jesus is on the main line please tell him what you want"""
0,"""who cares what Chelsea does?"""
0,"""Man or woman or a little of both?"""
0,"""How are you doing bro?\xa0Thanks for commenting and for all your help to us. God bless you loads."""
0,"""This is about 10 years overdue!\xa0 The only real answer to all this killing is to get the troops out and let the <i>People</i> of Afghanistan
0,"""Regs are weakest ever.  Make believe."""
0,"""GODDAMMIT GUYS YOUR TV'S ARE MUCH FURTHER INTO THE GAME THAN MY FEEDS DAMMIT"""
0,"""No
0,"""How about bring the troops home to their families and stop this farce."""
0,"""@Bubs gotta keep on them about that stuff"""
0,"""Lingering fog has been fucked for over a week bud"""
1,"""Spelling mistakes? like i said
0,"""LMAO....Shaq should sue your a.s.s for making stuff up that he did not say...."""
0,"""We need Thames to take his spot and run with it
0,"""Thank you for your thoughtful and informative post Lisa. You covered the pros and cons of public opinion and didn\\'t shy away from stating your own. Kudos. I feel it\\'s your duty to say where you stand in full transparency and to balance the press that SGK is getting for the opposite reason. If both opinions are not provided then only ONE opinion will be weighed. Readers deserve both. The difference is that you stood for yourself
0,"""As did underlying
0,"""Good. Hopefully Capcom goes out of business completely."""
0,"""Which is why I will not vote for the fucker again. He has been way too effective at the evil."""
1,"""That may be but you are asad
0,"""The birther movement will never end because those who cater to it will never accept that Barack Hussein Obama is our legitimate president.\n\nIt goes deeper than merely ideological differences..."""
1,"""What a fool you are
0,"""All of Congress is a joke
1,"""Why don't you take your pathetic intimidation attempt and shove it up your @ss
0,"""Nigga is u stalkin me u replyed to me yesterday and now again today"""
0,"""''''' they were selling their enemies ''''\xa0\xa0 Right now in Africa they are killing\ntheir enemies
1,"""not a slave tho you idiot internet racists"""
0,"""Just imagine what their fanny's are like!!"""
0,"""I hope we don't get a season three. Ratings were down again."""
0,"""All pitchers have bad days at the office
1,"""ILL FUCK YOU LIKE AN APE GAY BOY"""
0,"""Been a while. Its because people would rather have the C's then the bandwagoned Heat."""
0,"""Obviously you have never been there"""
0,"""@Rushed a mi no me hagas la pelota
1,"""With every one of your comments that I read
0,"""Yum Yum Eat um up.... eaaaaaat em up!!"""
0,"""I do not think for a moment they would be a contender in the west. &nbsp;Central
0,"""Yes
1,"""lil b drops mad shitty music because he wants you to sort thru it and find the good shit
0,"""F you
0,"""I guarantee everything I say is the truth"""
1,"""Pussy bitch take my fuking house off of your picture. I know it looks better than that nasty black ass you had up there but still"""
0,"""Man why can't this be longer? They are fucking hilarious together. Loved this. Best ""interview"" so far for sure."""
0,"""I suppose the fact that Halliburton was the only company qualified doesn't mean anything to you."""
0,"""Fuck it - I'm out. I'll be on ESPN if anyone needs me."""
0,"""Wish I had thought of that when mine were young. May try it know with my daughter and hold her clothes
0,"""Fuck you Google."""
0,"""Only a moron would see things the way you do. You get alot more ""bang for you buck"" out of the military than food stamps."""
0,"""Without changing medicare
0,"""You're not the boss of CNN."""
1,"""@justin_mia Perkins is a knucklehead"""
0,"""@WetShoes incorrect. Matt Cooke would be suspended."""
1,"""Look here
0,"""Radical Mormons never killed anyone
0,"""Always better than a limp dick burrito."""
0,"""If that happens
0,"""s\xed lo predica el hermano rock you!"""
0,"""The GOP has already lost this election because of all the focus on anti-gay and anti-abortion rhetoric.\\nThese are ugly divisive issues that cannot EVER be won.\\n\\nIf you can't beat a very unpopular president during bad economic times
1,"""You must be one of the dumb ones.\n\nHere
0,"""fuck i keep talking to myself! i guess i need to get smart to before i can suck some DELICIOUS WHITE COCK"""
1,"""holy sh yt
0,"""This week the Obama-funded solar company went belly up.\\n Energy Conversion Devices managed to blow $13.3 million in tax credits before filing for bankruptcy.\\n Reuters reported:\\n \\n\\nLightweight solar product maker Energy Conversion Devices Inc filed for bankruptcy protection on Tuesday
1,"""LETS START BACK UP WITH THE LIBTURDZ AND TEAA TARD NAME CALLING"""
1,"""You are a lying son of a bitch. \xa0Let's see you post some facts supporting your assertion."""
0,"""Irresponsible Headline and Journalism. Sensationalism at it's best. I guess you guys will do anything to sell newspapers - even using misleading headlines.\xa0Please explain how is this a gift? It is an investment by our country."""
1,"""Your absolutely right
1,"""Hey right wing moron ""You Kidding Me""
0,"""Amazing....\n\nMountain out of a mole hill."""
0,"""When the anc gets its house in order
0,"""that sucks...plug in F550.....wake the fuck up\xa0\xa0 douch bags...i can see my new ramp truck having batterys in it....why dont you just put in a real large spring in it and wind it up just before you to on a tow...do you think we will run out of crude oil...i dont think so...the oil companys will just be making more money and the goverment is being controled by them...fuck heads!"""
0,"""No you are not ""born"" craving something deviant
0,"""YES! THANK FUCKING GOD! (Not that he's injured or that he suffered a concussion
0,"""pussy ass hole movie chatta ra pawan hit ivvaledani edo cinema gabbar singh chusi frustration lo inka medata hit istado ledo ani gs bagundi antunnaru movie worst panja 100% better annavaram 1000% better than gabbar singh"""
1,"""Listen here you moron. Home schooling is better especially through a computer. I go to ecot though it may be my first and last year cause I'm a senior doesn't make me a social reject!!!! In fact my friends that I've made aren't social rejects either!!!! I'm getting better grades then I ever have in public school so stick that in your juice box and suck it Mr. I-Think-I-Know-It-All!!!!!"""
1,"""Idiot is yr father!"""
1,"""Not really. This man doesn't seem to do his homework
0,"""Flynn started two games in the NFL.  His other game was a very good game in a loss to NE.\\n\\n """
0,"""The things I would do to her...."""
1,"""AND YOU POSTAL
0,"""..........RON PAUL....is / was.....ALWAYS...for YEARS....BATSHIT CRAZY!!"""
0,"""i was in littlehamton was mad but made a change to boring day at work."""
1,"""as i say before
1,"""Buddy you sound like a complete clown on here running your mouth"""
0,"""b.ball_player28 - <b>Heat fans since 10'\nCeltics fans since 07'\nOKC fans since 11'\nSpurs fans since 1959\nBobcats fan since N/A</b>\n\nHow Old are you son?"""
0,"""Would you also pay him for every penny JPM has earned under his watch??  Typical lib
1,"""Bush has been long gone. Don't you lib itur ds have anything be tter to cam pair Ba ry to??? If not then shut your Ob ummer hol e."""
1,"""Hate that fucking asshole moron"""
1,"""Ey bitch nigga ebos!\n if ur deymonds lil brother u betta shut yo mouth mothafucka!"""
0,"""You may be many things but I doubt smart being is one of them. The details I referred to were  your ""Sun Profile""
0,"""I didn't realize Pop has a weak eye..."""
1,"""No shut up. Black people don't need to be 'approved of' or 'pretty enough' for the Korean people. Fuck that shit. I am SO sick of black fans thinking that way. Truth is most Korean people don't find dark skin beautiful. Period. They also stereotype us as criminals and slutty. It's not US that need to change to fit their ideals
1,"""Your syntax is pathetic.\\xc2\\xa0 And you are a cocksucking batshit motherfucker to boot."""
0,"""@Lestatdelc@The_Godwhacker You're commenting using pure stereotypes and ignorance.  First of all Obama has surged thousand of troops into Afghanistan
0,"""Kind of hard to be a suicide bomber when you are inside an Ironlung."""
0,"""@aciddragon\xa0\xa0@Rourke needs to give me a fucking like Ground corn
0,"""De Gea is fine. Tell me one keeper that hasn't had bad moments. I've been watching football for 35 years and can't remember one. I trust him more than any other keeper in PL at the moment."""
0,"""Have your eyes examined cause you are blind."""
1,"""Yep
0,"""Lol I was like la dee dah
0,"""lol they did forget to put the feet on in the scene in the kitchen"""
0,"""McCain is a disgrace to our country.\xa0 A war hero who is now acting like a sore loser since he lost election in 2008.\n\nThis war monger will not rest until they go away from senate."""
1,"""this is a fake ass bitch from west of boston.. he is a paid rat for worcester pd.. fuck u big o u suck
0,"""\\n\\t\\t\\n\\n\\t\\t\\t\\n\\t\\t\\t\\t\\t\\n\\n\\t\\t\\t""Obama\\xe2\\x80\\x99s budget calls for pay raises; federal workforce size would remain flat""http://www.washingtonpost.com/politics/obamas-budget-calls-for-pay-raises-federal-workforce-size-would-remain-flat/2012/02/13/gIQAyEiDDR_story.html\\n\\nFor the Obama puppet followers out there.\\xc2\\xa0 His intention is for the incremental collapse of our economy and sovereignty by spending us into oblivion
1,"""you truly are a mental midget."""
1,"""I want to know why you don't have a job - is it because you were busted at work with your kiddieporn?"""
0,"""I raze your pathetic Apple orchard to build my majestic Beach House."""
1,"""<I>[Juries are made up of people in the community who do not like to see \nstudents beat up for exercising their First Amendment rights of Free \nSpeech and Assembly.]</I>\n\nExcept that's now what happened
0,"""Spamming the liberal troll way."""
1,"""Are you really this STUPID?"""
0,"""Tell you what though
0,"""No Kosh seeing the childish behaviour has already made the duck and little look very foolish already.\xa0 It shows how pathetic they are. \xa0 Why did they not just face up like men?"""
1,"""This guy is such a loser. Nevada
0,"""It's no big deal
0,"""All it takes for the others to become legal
0,"""Dear Aamir and Team
0,"""wow you talk about fatigue Lakers need some rest"""
0,"""""The al Qaeda affiliate in Somalia has mocked the new $33 million bounty on its top leaders heads by offering its own bounty for President Obama and Secretary of State Hillary Clinton \u2013 10 camels for Obama and 20 chickens for Clinton.\n \n""Anyone who helps the Mujahideen find the whereabouts of Obama and Hillary Clinton will be rewarded with 10 Camels to the information leading to Obama and 10 hens and 10 cocks for Hillary
0,"""I think you are hooked now @Amy Weaver Sadler"""
1,"""You do know you are an asshole and started all the shit with him. You Jews have been doing the same for years. Banning together to the detriment of decent people. Another reason most in the world would cheer for the Nazis today.&nbsp;"""
1,"""narrow minded little fool you are"""
0,"""@jakesnake99 Pelton v. Hollinger!\n\xa0\nI'm interested in Pelton's take on whether or not the Storm should tank."""
0,"""How about the lefts war on American Constitution?\xa0 You were including Mitt as a lefty aren't you."""
1,"""You are better suited to use a dumb phones. No point of you using a smart phone."""
0,"""wxcraig\nSheep Me hasn't been posting all day and nobody was talking about RDB. You just appeared out of no where Giggity and started attacking him for nothing.\n4 fans like this.\n30 Seconds Ago \xb7 $@%!ing Loving This....\xb7 Reply \xb7 Quote \xb7 Flag"""
1,"""Sure
0,"""Your rant is typical of a believer - filled with anger towards those who espouse common sense and who realize that science can answer our questions and solve our problems- not superstition. You attempt to assign 'good' to your biblical god but this same god commanded his followers to murder innocents and condoned rape and human sacrifice. Perhaps you should read your bible with an open mind."""
0,"""Please Ian
0,"""How does banning gay marriage lower HIV transmission?"""
0,"""Moss you are a real chop......wake up and smell the roses bud..."""
0,"""@PPW I would add Marvin Bullett to that list... He's a better choice IMO"""
0,"""another lefty trying to look like a right-wing racist. \xa0The dems are the racists ... period!"""
0,"""@YinzerinCT\xa0Mushrooms are fun."""
0,"""and you point is?"""
0,"""Which one is missing? i thought their were 4 in JLS"""
0,"""Really PAC does make it boring or put you to sleep.Manny is not going to say anything bad about whoever he fights
1,"""Before making a stupida$$ comment....you dumbfuck......try looking up her picture first!\xa0 She is white and very over-weight."""
0,"""I just can't imagine what took the Justice Department so long.\xa0 The laws on this are clear.\xa0 Florida doesn't have a chance in court."""
0,"""Is anyone else here TOTALLY outraged by the ""nanny state"" telling us everything we can and can\\'t do
0,"""Hey....obamaheads......what ya gonna do when gasoline blows past $ 5.00/gallon?\\xc2\\xa0 What ya gonna do when it cost $ 100.00 to tank up your Toyota Prius?\\xc2\\xa0 Think I'm exagerating?\\xc2\\xa0\\xc2\\xa0 What ya think is gonna happen when\\xc2\\xa0Iran decides to go crazy and\\xc2\\xa0sink a tanker in the Straits of Hormuz
0,"""Every team has the ability to beat anybody. That's why they are professionals. Come playoff time that changes."""
0,"""burn your bra's"""
0,"""@cnow
0,"""Middle class wages reached their peak in the mid-70's while Nixon was President. Reagan was the first President whose term marked the decline of the middle class."""
0,"""U just schooled me bro. But our strength on defense has always ben our LB core and now we lacc production from our LB  """
1,"""dan_amd\n\n\n\n\nYou have realy no clue on every single idiotic comment of all your posts.\nWE ALL DON'T enjoy your stupid PRO AMD B:U:L:L:S:H:I:T ignorance.\nPlease crawl back then in the fat ass of your gay loving buddy charlie\ndemerjian semiinaccurate and try to find the light inside - U stupid FAG!\n\n\n\n\nWE REALY DON'T NEED AND WANT YOUR POST HERE ANYMORE!"""
1,"""The same can be said about your posts
0,"""Don't worry mate - Cowell's 15 minutes are almost up."""
0,"""Barry ---\nYou are absolutely RIGHT ON!!"""
0,"""My recipe uses shallots
0,"""umm theres somthing called the internet go to Google and type in Porn there ya go and guess what the best part is its free...."""
0,"""Maybe you should look at a Youtube video by Zach Wahls called ""The Testimony"".  He and his sister were raised by gay parents.  You might find it enlightening to hear it from that point of view."""
0,"""Avengers is still counting by the hundreds (of millions).\xa0 In 4 weeks
0,"""I like the pictures.\n\nYou know she just wants to ask
1,"""When you blacks take a shit does it come out purple? When you piss does it come out green?"""
1,"""As is your mother. . . . .who is the.beastiality whore.\xa0\n\nLighten up. . . . ""It's comedy!!"" \xa0Bwaaaaaaaaaaaaaaaaaahh!!"""
0,"""He's not even signed yet and already he's admiring the Arsenal.\n\xa0\nI bet he's gutted Arsene didn't want him.\n\xa0\nNever mind mate
1,"""like your mom"""
0,"""@JenBroflovski okay the delorean is broken anyway"""
0,"""is it just me or is everybody sick to the teeth about this tevez carry on ??"""
0,"""\\xc2\\xa0Oh no it's much cooler to be able to blow up the planet 1000 times over then simply 10 times over."""
0,"""fuck fuck fuck D: this is trolls day -.- all the trolls united -.-"""
0,"""You should have someone proof read your posts."""
0,"""I dont think you will.  If the Kings win the refs will get blamed for it."""
1,"""keep it movin bitch ass nigga"""
0,"""Two friends of mine are both public school teachers and both have DUI's."""
1,"""I'm used to idiots like you jumping in <b>AFTER</b> your team actually does something.   I've been here and will continue to be here after you're long gone because the niners will suck again soon."""
1,"""W T F are you ranting about adolf?"""
0,"""If he's calling some bitch ""his girl
1,"""No KKKonservative SunMedia and fans here are the true racist
0,"""So the pools aren't open Sundays? The hell are my taxes paying for?"""
0,"""No more juice
1,"""It's rumored you're a fkucing moron"""
0,"""You don't control who replies to any comment posted here."""
1,"""Aw
0,"""The right wing
0,"""Mm
0,"""NO MORE government jobs
1,"""Another idi0t who did not RTFA."""
1,"""You're a moron. I cannot believe people are complaining about freedom of choice."""
0,"""morcar ...you are hilarious\n\xa0\nThe whole world was at war with the nazis and it took 6 years to defeat them\xa0but u expect a small village full of farmers and the likes to have stopped them???\n\xa0\nOn what planet were you born???"""
0,"""What the fuck?"""
1,"""i don't know your unsolicited advice - let me vent out my frustration before I\\xc2\\xa0cum into your mouth - you sound like freaakin faggot."""
0,"""Don't be fooled....the girl is American\nVan Jones is an avowed communist and the other white guy following him up is an idiot....an unemployed idiot I think."""
0,"""Good idea
0,"""And your point is?"""
0,"""CBF is like Otis from The Andy Griffith show"""
0,"""nigga fuck u t-bone nd who eva else come to chicago and yo ass gne be on a shirt..swerve 075 hitsquad"""
0,"""He goes on all the sites and spews hatred and tosses out challenges."""
1,"""so you fuck your 3 dogs
0,"""F*&K YOU MTV."""
1,"""You are disgusting.  Absolutely disgusting.  There is a young woman clinging to life and you feel the need to pass judgement.  Judge not lest you be judged."""
0,"""Why does your profile say ""Corrupt Media""?  And yet you post under Fredddd."""
1,"""Drago
0,"""please stop the money going to Pakistan...also please stop travel for British citizens to this destination unless vetted and okayed by the authorities
1,"""you are a friggin moron. Oh you didn't get the memo? Sorry\n\nYOU ARE A FRIGGIN MORON!!!!"""
0,"""Xanax was her death blow. \\xc2\\xa0That stuff is totally dangerous because you build a tolerance to it so quickly and if you stop abruptly
0,"""You're really not helping your cause."""
0,"""because you are a hater"""
0,"""none really knows what obama is"""
0,"""Whoever had the aldasity to compare that quitter to jordan has to be born from 2003 on up never seen a champion at work"""
1,"""Foolish rube. We blew $4 trillion already on that stupidity."""
